MSZoning,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice_Log,GrLivArea_Log,LotArea_Log,MSZ_num,NbHd_num,ExtQ_num,BsQ_num,KiQ_num
RM,5,1925,1994,0.0,702,842,1,6,0,1925.0,1,250,11.736069016284437,7.294377299288821,9.169518377455928,2,1,2,1,3
RM,6,1999,1999,425.0,1224,1224,2,5,0,1999.0,2,402,12.013700752882718,7.1098794630722715,8.411832675758411,2,1,2,3,2
RL,6,1969,1969,143.0,663,663,1,7,0,1969.0,1,299,11.970350312009105,7.20934025660291,9.144627828610801,3,1,2,1,2
RL,6,2005,2005,0.0,728,728,2,8,0,2005.0,2,400,12.078239274020289,7.283448228756631,8.990815266184685,3,2,2,2,3
RL,7,2006,2006,0.0,879,879,2,9,1,2006.0,3,660,12.297785453453374,7.529943370601589,9.550662331752143,3,2,3,2,3
RM,7,1916,1950,0.0,815,815,1,7,1,1916.0,1,225,11.877568578558138,7.432483807917119,9.088172738001974,2,1,2,1,2
RL,7,2001,2001,0.0,1212,1212,2,6,0,2001.0,2,573,12.089538829274222,7.10002716662926,9.116029692504942,3,2,3,2,3
RL,4,1963,1979,51.0,1051,1382,1,6,1,1974.0,2,459,11.904967552746252,7.231287004327616,9.326789184619429,3,1,2,1,2
RL,4,1970,1970,0.0,864,864,1,5,0,1972.0,1,280,11.661776411702583,6.761572768804055,9.143452426434552,3,1,2,1,2
RL,7,1998,1998,0.0,866,866,2,6,0,1998.0,2,546,12.195517131590657,7.483806687665835,9.249561085129464,3,2,2,2,3
RM,5,1925,1997,0.0,884,884,1,5,1,1960.0,1,216,11.669929213779893,7.206377291472252,8.699514748210191,2,1,2,1,2
RL,7,2000,2001,171.0,1630,1630,2,6,1,2000.0,2,451,12.269047444691562,7.396335293800808,9.185022563991893,3,2,3,2,3
RL,5,1975,1975,0.0,1056,1074,1,6,0,1975.0,2,495,11.941455846009388,6.97914527506881,9.224243277145174,3,2,2,2,2
RL,7,1990,1991,234.0,2158,2196,2,7,1,1990.0,3,701,12.513189630620563,7.694392802629421,9.594513744616725,3,1,3,2,3
RH,4,1966,1966,0.0,1056,1056,1,5,0,1966.0,1,384,11.580584113444043,6.962243464266207,9.093806555720231,2,1,2,1,2
RL,6,2003,2003,120.0,1682,1700,2,7,0,2003.0,2,544,12.206072645530174,7.438383530044307,9.119868468812108,3,2,3,2,3
RL,5,1962,1980,0.0,931,1283,1,6,0,1980.0,2,506,11.84939770159144,7.1569563646156364,8.95712413640568,3,1,2,1,2
RL,8,2006,2006,420.0,1660,1660,2,8,1,2006.0,2,500,12.577636201962656,7.414572881350589,9.228376734462282,3,2,3,3,3
RL,6,1992,1992,0.0,1055,1055,2,8,1,1992.0,2,462,12.14950229404178,7.520234556474628,9.325274910068282,3,1,3,2,3
RL,8,1988,2005,0.0,559,1080,2,8,0,1988.0,2,492,12.007621706806335,7.468513271496337,9.403766708502243,3,2,3,2,2
RL,4,1941,1950,0.0,672,672,1,4,0,1941.0,1,234,11.635143097694478,6.51025834052315,9.142061531222888,3,1,2,1,2
RL,4,1965,2001,0.0,648,960,0,3,0,1965.0,1,364,11.884489021402711,6.866933284461882,9.234642664499148,3,1,2,1,2
RL,5,1962,1962,0.0,925,999,1,6,0,1962.0,1,300,11.809319478024031,6.906754778648554,9.230633075243945,3,1,2,1,2
RL,5,1966,1966,0.0,894,894,1,5,0,1966.0,1,384,11.736069016284437,6.795705775173514,8.867004635333567,3,1,2,1,2
RM,6,1978,1978,0.0,0,1318,2,8,0,1978.0,2,539,11.626254150277232,7.550661243105336,9.097171673870545,2,1,2,1,2
FV,8,2009,2009,72.0,1300,1314,2,6,0,2009.0,2,552,12.343466568968994,7.1808311990445555,9.064157861798101,3,2,3,2,3
RM,4,1947,1950,0.0,0,672,1,3,0,1978.5061638868744,0,0,11.296012463406655,6.815639990074331,8.738735461363474,2,1,2,1,2
RM,6,1971,1971,236.0,672,672,1,7,0,1978.5061638868744,0,0,11.424094251263613,7.1049654482698426,7.426549072397305,2,1,2,1,2
RL,5,1964,1964,0.0,912,912,1,5,0,1964.0,1,288,11.652687407345388,6.815639990074331,8.961879012677683,3,1,2,1,2
RL,5,1968,1968,0.0,952,1211,1,5,1,1968.0,1,322,11.805595078933049,7.099201743553092,9.017968479328726,3,1,2,1,2
RL,6,1949,1950,320.0,1040,1168,2,7,1,1949.0,1,315,11.870599909242044,7.520776415062797,9.25874951118387,3,1,2,1,2
RL,5,1951,1951,44.0,2136,2136,2,7,0,1951.0,2,528,11.834284063781393,7.666690200080086,9.276128112514186,3,1,2,1,2
RL,7,2004,2005,0.0,788,788,2,8,1,2004.0,2,388,12.122691036591123,7.306531398939505,9.641083287268616,3,2,3,2,3
RL,6,1958,1958,63.0,588,1138,1,6,0,1958.0,1,264,11.884489021402711,7.037027614686276,9.257414779362112,3,1,2,1,2
RL,6,2007,2007,74.0,894,894,2,9,1,2007.0,3,668,12.273731294003989,7.566828479208331,9.588639812011577,3,2,3,2,3
RL,5,1965,2008,300.0,912,912,1,5,0,1992.0,2,576,11.898187865760873,6.815639990074331,9.090655529030203,3,1,2,1,3
RL,9,2008,2008,766.0,1702,1702,1,7,1,2008.0,3,1052,12.813917896253697,7.43955930913332,9.078978053779355,3,3,4,3,4
RL,5,1960,1960,0.0,1075,1507,2,7,0,1960.0,1,404,11.751942365440728,7.317876198626496,8.9758830607617,3,1,2,1,2
RL,5,1977,1977,1.0,1361,1361,2,12,1,1977.0,2,600,12.154779351142624,7.8709295967551425,9.846387960495555,3,1,2,2,2
RL,5,1962,1962,120.0,1106,1190,1,6,0,1962.0,2,540,11.794337924408413,7.081708586105575,8.952605375892354,3,1,2,1,2
RL,4,1962,1962,0.0,0,1224,2,6,0,1962.0,2,462,11.53076538309856,7.1098794630722715,9.194414221425923,3,1,2,1,2
RL,5,1959,1959,180.0,1188,1188,1,6,0,1959.0,2,531,11.863582336583399,7.080026499922591,9.405907155520158,3,1,2,1,2
RH,5,1911,1950,0.0,940,1024,1,7,0,1978.5061638868744,0,0,11.77528972943772,7.582738488914411,9.050758302151717,2,1,2,1,2
RL,5,1914,1950,0.0,747,892,1,9,0,1914.0,1,180,11.841415931849784,7.486613313139955,9.482807278621483,3,2,2,2,2
RL,7,2003,2003,106.0,764,764,2,6,0,2003.0,2,474,12.075394321888057,7.3938782901077555,7.873978379604501,3,3,3,2,3
RL,7,2004,2005,0.0,847,847,2,8,1,2004.0,2,434,12.180754837545884,7.5745584842024805,9.424887076064874,3,2,3,2,3
RL,6,2005,2005,0.0,1141,1141,1,6,0,2005.0,2,484,11.867097278690842,7.039660349862076,9.478227817099784,3,1,3,2,2
RL,8,2006,2006,32.0,1476,1484,2,6,1,2006.0,2,472,12.490875577231112,7.302496423727326,9.109082539901955,3,2,3,2,4
RL,7,2003,2003,252.0,884,884,2,8,0,2003.0,2,543,12.323411137947407,7.477604243197589,9.006754319877503,3,2,3,2,3
RL,7,2007,2007,0.0,1689,1689,2,7,0,2007.0,3,954,12.422505731952896,7.4318919168078,9.195125206169703,3,2,3,2,3
RL,7,1974,1974,81.0,1053,1173,2,6,2,1974.0,2,528,12.043553716032399,7.067319848653476,9.270964993792617,3,2,2,2,3
RL,10,2006,2006,103.68526170798899,2076,2076,2,7,1,2006.0,3,850,13.049792684569493,7.638198244285779,9.53899642739739,3,3,4,3,4
RL,8,1929,1950,0.0,792,792,1,7,2,1931.0,2,400,12.345834587905333,7.324489979348532,9.344434106456882,3,2,2,2,3
RL,6,1984,2003,74.0,585,1140,3,7,1,1984.0,2,477,12.089538829274222,7.532623618788788,9.400133943608838,3,2,2,2,2
FV,7,2005,2006,0.0,756,756,2,6,0,2005.0,2,615,12.136186518066006,7.347943823148687,9.002701007197938,3,2,3,2,3
RL,6,1976,1976,335.0,1012,1034,1,6,0,1976.0,3,888,12.042965307660024,6.9411900550683745,9.419628376999952,3,1,2,1,2
RM,6,1917,1950,0.0,735,1134,1,8,1,1950.0,2,396,11.771436160121729,7.629489916393995,9.169518377455928,2,1,2,2,2
RL,5,1950,1950,0.0,876,988,1,6,0,1950.0,1,276,11.686878772093667,6.895682697747868,8.881836305004146,3,1,2,1,2
RL,7,1968,1968,0.0,2110,2110,2,8,2,1968.0,2,522,12.404923504275338,7.6544432264701125,9.320091235935301,3,1,3,1,4
RL,7,2003,2003,163.0,1405,1405,2,6,1,2003.0,2,478,12.053795210084596,7.247792581767846,8.0507033814703,3,3,3,2,3
RL,5,1968,1968,0.0,864,874,1,5,0,1968.0,1,288,11.77528972943772,6.773080375655535,9.196038587265322,3,1,2,1,2
RL,7,1974,2003,0.0,1192,1516,2,9,2,1974.0,2,518,12.591335046320818,7.681099001536359,9.772353284511327,3,2,3,1,3
RL,7,2003,2004,92.0,746,760,2,7,1,2003.0,2,397,12.016122061571728,7.412160334945205,8.843759381917984,3,1,3,2,3
RM,6,1931,1950,0.0,884,959,1,6,1,1978.0,1,560,11.755871643580617,7.220373836723949,8.738735461363474,2,1,2,1,2
RL,8,1994,1994,554.0,1986,1987,2,7,1,1994.0,2,691,12.616525295149378,7.594381242551817,9.5682245844549,3,3,3,2,3
RL,5,1922,1950,0.0,864,864,1,4,0,1978.5061638868744,0,0,11.511924964636645,6.761572768804055,8.308938252595778,3,1,2,1,2
RL,7,2005,2005,182.0,856,1166,2,5,0,2005.0,2,400,12.154779351142624,7.061334366910438,9.168163293076997,3,2,3,2,3
RL,6,1969,1969,0.0,1054,1054,1,6,0,1969.0,2,460,11.925035115797062,6.960347729101308,9.185022563991893,3,1,2,2,2
RL,6,1999,1999,0.0,841,892,2,7,1,1999.0,2,502,12.106252310247962,7.423568444259167,10.11382951201313,3,2,2,2,2
RL,5,1956,1956,0.0,1050,1050,1,5,0,1956.0,1,338,11.766792188927278,6.956545443151569,9.169518377455928,3,1,2,1,2
RL,4,1957,1989,0.0,1104,1104,1,8,2,1957.0,1,304,11.992260421644849,7.488852955733459,9.328123407632566,3,2,2,1,2
RL,6,1919,1950,0.0,764,1060,1,8,1,1940.0,2,520,12.103486056755072,7.508787170634276,9.511555458710548,3,1,2,1,2
RH,6,1998,1999,0.0,1405,1337,2,5,0,1998.0,2,511,12.106252310247962,7.198183577101943,8.308938252595778,2,1,3,2,3
FV,7,1999,1999,218.0,691,713,2,6,0,1999.0,2,506,12.122147410592412,7.280697195384741,8.225503097566918,3,2,3,2,3
RM,7,1910,1950,0.0,925,964,1,9,1,1960.0,1,308,11.711776323715394,7.543802867501509,9.222268942841456,2,1,1,1,2
RL,9,2008,2009,0.0,2002,2018,2,10,1,2009.0,3,746,12.84397135185964,7.609862200913554,9.48903215258983,3,2,4,3,4
RL,8,1935,1997,632.0,728,1968,3,11,2,1982.0,3,1014,12.850554654108839,8.145259566516865,9.55393007636626,3,2,2,1,3
RL,5,1958,1958,180.0,874,874,1,7,0,1958.0,1,315,11.877568578558138,7.329093736246592,9.336444248771908,3,1,2,1,2
RL,7,1979,1979,0.0,1332,1332,0,4,1,1979.0,2,586,12.468436909997665,7.329093736246592,10.068790104160488,3,2,3,2,3
RL,6,1968,1968,0.0,1489,1489,2,7,1,1968.0,2,462,12.132156962580005,7.305860032684009,9.122164681072457,3,2,2,1,3
RL,5,1965,1965,114.0,935,935,1,5,0,1965.0,1,288,11.827736204810263,6.840546529288687,9.512369038134885,3,1,2,1,2
RL,6,1959,2006,84.0,1019,1357,1,5,1,1959.0,1,312,12.083905011555967,7.213031659834869,9.351145248567203,3,1,2,1,4
RL,5,1910,2003,0.0,661,661,2,8,1,1985.0,2,552,11.842229212112828,7.1308988302963465,8.587092318795905,3,2,2,1,2
RL,5,1948,1950,567.0,928,928,2,10,0,1948.0,2,400,11.827736204810263,7.560080465021827,9.336532397213942,3,1,2,1,2
RL,6,1972,1972,0.0,723,735,1,6,1,1972.0,2,497,11.99535161421452,7.240649694255466,9.467769401256943,3,2,2,1,2
RL,6,1967,1976,359.0,1680,1724,1,7,1,1967.0,2,480,12.195517131590657,7.452402451223638,9.790934566296798,3,2,2,2,2
RL,8,2002,2002,103.68526170798899,1128,1128,2,7,1,2002.0,2,577,12.375815420117268,7.616283561580385,9.156200925875535,3,2,3,2,3
C (all),4,1920,1950,0.0,698,698,1,6,0,1980.0,2,528,11.133128103610641,7.028201432058005,8.922658299524402,1,1,2,1,2
RL,7,2002,2002,110.0,1573,1573,2,6,0,2002.0,2,544,12.332705296463539,7.360739903058278,9.190953658175992,3,2,3,2,3
RL,7,1990,1990,54.0,1309,1339,2,6,1,1990.0,2,484,12.100712129872347,7.199678345691172,8.993303139093733,3,2,2,2,2
RL,5,1977,2008,0.0,1040,1040,2,5,0,1977.0,2,484,11.921718363171067,6.946975992135418,9.082507000466299,3,2,2,2,3
RL,6,1971,1971,0.0,912,912,2,8,0,1978.5061638868744,0,0,11.842229212112828,7.508787170634276,9.148464968258095,3,1,2,1,2
RL,6,1919,1990,0.0,804,1699,2,10,1,1969.0,1,336,12.037653993905211,7.802618063442671,9.173468897200278,3,1,2,1,3
RM,6,1939,1950,0.0,780,825,1,6,1,1939.0,1,280,11.794337924408413,7.252762418053187,8.699514748210191,2,1,2,1,2
RL,6,1963,1963,451.0,1328,1328,1,6,2,1963.0,2,528,11.870599909242044,7.191429330036379,9.189116735524555,3,2,2,1,2
RL,5,1964,1964,621.0,1624,1582,2,7,0,1964.0,2,390,12.154779351142624,7.366445148327599,10.505067539570582,3,2,2,1,2
RL,8,2000,2000,0.0,1501,1659,2,5,1,2000.0,2,499,12.535376392672774,7.413970290190444,8.641885635373555,3,3,3,2,4
RL,8,2006,2006,788.0,1085,1120,2,8,1,2006.0,3,753,12.546109948315882,7.585788821732034,9.31154225248515,3,3,3,2,4
RL,5,1964,1964,86.0,1152,1152,1,6,1,1964.0,2,484,12.103486056755072,7.049254841255837,9.554780778246572,3,1,2,1,2
RM,5,1972,1972,268.0,630,630,2,6,0,1972.0,1,264,11.691071650353702,7.171656822768514,7.426549072397305,2,1,2,1,2
RM,5,1892,1965,0.0,994,1378,2,11,0,1985.0,1,432,11.585246126549855,7.771488760117616,8.794824928014517,2,1,2,1,2
RL,7,1976,1976,0.0,832,832,2,8,1,1976.0,2,528,12.000891794590137,7.416979621381154,9.224243277145174,3,2,2,2,2
RL,5,1955,1990,0.0,864,864,1,5,0,1957.0,2,572,11.652687407345388,6.761572768804055,9.008468955937513,3,1,2,1,2
RL,5,1968,1968,168.0,1052,1052,1,5,0,1968.0,1,288,11.83862560460953,6.9584483932976555,9.035986984831405,3,1,2,1,2
RL,5,1963,1963,148.0,1120,1128,2,6,0,1963.0,2,525,11.951180395901384,7.028201432058005,9.071078304642676,3,1,2,1,2
RM,6,2005,2006,82.0,547,1072,2,5,0,2005.0,2,525,11.84939770159144,6.977281341630747,8.209308411646937,2,1,2,2,2
RL,5,1959,1994,0.0,1246,1246,1,6,0,1959.0,1,305,11.944707881395766,7.1276936993473985,8.922658299524402,3,1,2,1,3
RL,7,1999,1999,344.0,978,1005,2,9,1,1999.0,2,490,12.323855681186558,7.592366128519796,9.283776690049365,3,2,3,2,3
RL,6,1942,1950,0.0,771,753,1,7,2,1942.0,1,213,12.086725887897607,7.309212365692763,8.922658299524402,3,2,2,1,3
RL,8,1994,1994,391.0,1165,1203,2,8,1,1994.0,3,844,12.577636201962656,7.8343923029104365,9.222268942841456,3,3,3,2,3
RL,7,2005,2005,228.0,1616,1616,2,7,0,2005.0,3,834,12.354492650648448,7.38770923908104,9.069698042173716,3,2,3,2,3
RM,7,2004,2004,117.0,976,976,2,7,0,2004.0,2,380,11.77528972943772,7.443078374348516,8.12058871174027,2,1,3,2,3
RL,9,2006,2007,300.0,1652,1652,2,6,2,2006.0,2,840,12.691580461311874,7.409741954080923,9.485924559229828,3,3,3,3,4
RL,7,2005,2006,94.0,1368,1368,2,6,1,2005.0,2,474,12.218495165528731,7.221105098182496,8.847216104357543,3,3,3,2,3
RL,5,1994,1995,0.0,990,990,1,5,0,2000.0,2,480,11.835008964139341,6.897704943128636,8.996156562033445,3,2,2,2,2
RM,5,1948,2005,0.0,924,1122,1,6,0,1948.0,2,528,11.898187865760873,7.022868086082641,9.392661928770137,2,1,2,1,3
RL,6,1991,1991,88.0,1278,1294,2,6,0,1991.0,2,496,12.096257779522967,7.165493475060845,8.875287128108384,3,1,2,2,3
RL,7,1959,2002,0.0,1902,1902,2,7,2,1959.0,2,567,12.721885810807203,7.550661243105336,9.769956159911606,3,2,3,2,4
RL,7,2005,2007,80.0,1274,1274,2,6,0,2005.0,2,508,12.220961258023925,7.149916836132109,9.084096645401932,3,2,3,2,3
RL,8,1990,1990,336.0,1453,1453,2,9,1,1990.0,2,750,12.618182296357007,7.940939762327791,9.166597449028265,3,3,3,3,3
RL,9,1999,1999,165.0,1393,1422,2,10,1,1999.0,3,779,12.716402146247475,7.8628820346414905,9.600624158088683,3,3,3,2,3
RL,4,1954,1954,0.0,948,948,1,5,1,1956.0,1,280,11.686878772093667,6.854354502255021,9.010669176847115,3,1,2,1,2
RL,6,1969,1969,0.0,952,1092,2,9,2,1969.0,2,576,12.239990863733635,7.655390644826152,9.312445594913337,3,1,2,1,2
RL,8,2008,2008,270.0,1622,1630,2,8,1,2008.0,3,860,12.596400426884427,7.396335293800808,9.232688775639945,3,2,3,3,4
FV,7,2006,2007,0.0,1352,1352,2,5,1,2006.0,2,466,12.249610947544657,7.20934025660291,8.349957272040324,3,2,3,3,3
RL,8,2001,2002,178.0,1753,1787,2,7,1,2001.0,3,748,12.524526376648708,7.488293515159428,9.601097851212073,3,2,3,2,3
RL,4,1954,1954,132.0,864,948,1,5,0,1954.0,1,248,11.617285480294472,6.854354502255021,9.231612507251722,3,1,2,1,2
RL,6,1957,1957,0.0,1478,1478,1,6,2,1957.0,2,442,11.960811288962345,7.298445101508147,9.035986984831405,3,1,2,1,2
RL,3,1949,1950,0.0,0,720,1,4,0,1955.0,1,287,11.191341840842766,6.579251212010101,8.798907492088226,3,1,2,1,2
RL,7,1992,1992,0.0,750,1061,2,8,1,1992.0,2,564,12.154779351142624,7.56164174558878,9.22876950744455,3,3,3,2,3
RL,4,1940,1950,0.0,420,708,1,5,0,1978.5061638868744,0,0,11.320553572322773,6.56244409369372,8.58110651715989,3,1,1,1,1
RL,8,2006,2007,428.0,1795,1795,2,7,1,2007.0,3,895,11.898187865760873,7.492760300922379,9.208939391060555,3,2,3,3,3
RM,4,1922,1950,0.0,796,796,1,5,0,1978.5061638868744,0,0,10.915088464214607,6.679599185844383,8.19863945529737,2,1,2,1,2
RH,3,1931,2006,0.0,544,774,1,6,0,1978.5061638868744,0,0,11.27720313144916,6.651571873589727,8.35936910622267,2,1,2,1,3
RL,5,1982,2008,0.0,816,816,1,5,1,1982.0,1,264,11.779128505744886,6.704414354964107,8.794824928014517,3,1,3,1,3
RM,6,1920,1950,0.0,1510,1584,2,8,2,1920.0,2,520,12.4529327234617,7.934513463882263,9.25339986143663,2,1,3,2,2
RL,7,1998,1998,0.0,935,955,2,8,1,1998.0,2,462,12.081076155355488,7.397561535524052,9.114269903225448,3,2,2,2,2
RL,8,2006,2006,410.0,1588,1588,2,7,1,2006.0,3,825,12.332705296463539,7.370230641807081,9.210340371976184,3,2,3,2,3
RL,5,1976,1976,0.0,911,954,1,6,0,1976.0,2,576,11.794337924408413,6.860663671448287,9.285447844462988,3,2,2,1,2
RL,4,1938,1958,0.0,816,816,1,3,1,1958.0,1,288,11.512925464970229,6.704414354964107,9.09121894106832,3,1,2,1,2
RM,5,1938,1995,0.0,803,803,1,6,0,1951.0,1,297,11.740061037553975,7.215239978730097,8.881836305004146,2,1,2,1,3
RM,5,1970,1970,312.0,765,765,1,7,0,1970.0,2,440,11.736069016284437,7.21890970761906,7.769800996003896,2,1,2,1,2
RL,6,1977,1977,360.0,1350,1334,2,6,1,1977.0,2,630,12.031123843065632,7.195937226475569,9.174713194333032,3,2,2,2,2
RL,5,1973,1973,564.0,1656,1656,2,8,0,1973.0,2,506,11.813030057420567,7.412160334945205,9.13194630454817,3,2,2,1,2
RM,4,1941,1950,0.0,693,693,1,4,0,1978.5061638868744,0,0,10.868568448579715,6.541029999189903,8.323122887587735,2,1,2,1,1
RL,7,2002,2002,0.0,916,920,2,8,0,2002.0,2,492,12.206072645530174,7.528869256642251,9.506734385029985,3,2,3,2,3
RL,5,1972,1972,0.0,864,864,1,5,0,1972.0,1,288,11.763684183317412,6.761572768804055,9.165343006045447,3,2,2,1,2
RL,4,1971,1971,0.0,858,872,1,5,0,1974.0,4,480,11.719939634354555,6.77078942390898,9.023287640806327,3,1,2,1,2
RL,6,2003,2004,0.0,1114,1114,1,6,0,2004.0,2,576,11.951180395901384,7.01571242048723,9.524786081697178,3,1,2,2,3
RL,8,2002,2002,149.0,1284,1284,2,7,1,2002.0,2,647,12.339291489316397,7.682021510826875,9.14580185083861,3,2,3,2,3
RL,6,1928,1950,0.0,896,1172,1,9,1,1929.0,2,342,12.083905011555967,7.556427969440253,8.930361883909434,3,2,2,1,2
RL,7,2006,2006,0.0,728,728,2,8,1,2006.0,2,440,11.956553034172742,7.283448228756631,9.314970621054266,3,2,3,2,3
RM,4,1920,1950,0.0,960,960,1,5,0,1997.0,1,308,11.594505451962652,6.866933284461882,8.699514748210191,2,1,2,1,1
RL,7,1968,2003,0.0,1568,2156,2,9,1,1968.0,2,508,12.478006361013815,7.6760099320288875,9.941794386690715,3,2,2,1,2
RL,8,2006,2007,100.0,1732,1776,2,7,1,2006.0,3,712,12.554836882168736,7.4821189235521155,9.636000187369866,3,2,3,3,3
RL,7,1998,1998,0.0,1482,1494,2,5,1,1998.0,2,514,12.2783933071098,7.309212365692763,9.692519577152051,3,1,3,2,3
RM,8,1872,1987,0.0,684,938,2,8,0,1978.5061638868744,0,0,11.711776323715394,7.765569081097317,8.565983355585669,2,1,2,1,2
RL,5,1969,1969,368.0,1248,1338,2,12,0,1969.0,4,968,12.206072645530174,7.876258882303226,9.362460420037015,3,1,2,1,2
RL,6,1962,1962,318.0,858,858,1,8,1,1962.0,2,490,12.049418835484797,7.447751280047908,9.132054453577638,3,1,2,1,2
RM,6,1937,2000,0.0,698,786,1,4,0,1999.0,2,624,11.812289042195847,7.069874128458572,8.699514748210191,2,1,3,1,2
RL,8,1995,1996,579.0,2033,2053,2,9,1,1996.0,3,666,12.92391243868049,8.08271113423758,9.596962392282867,3,3,3,2,3
RL,7,2000,2000,0.0,992,992,2,7,1,2000.0,3,839,12.367340793126296,7.5310163320779155,9.241451367001236,3,2,3,2,3
RL,7,1968,1992,143.0,570,1222,3,8,1,1968.0,2,487,12.043553716032399,7.560080465021827,9.229358377811945,3,2,2,1,3
RL,5,1966,1966,65.0,864,892,1,5,0,1966.0,1,264,11.608235644774552,6.79346613258001,9.156623089470195,3,1,2,1,2
RL,5,1971,2008,0.0,1078,1078,1,6,1,1971.0,2,500,11.917723684090689,6.982862751468942,9.436439551116026,3,1,2,1,2
FV,6,2000,2000,216.0,756,769,2,5,0,2000.0,2,440,12.086725887897607,7.360739903058278,7.6577552711348655,3,2,3,2,3
RL,9,2004,2005,66.0,1980,1980,2,8,1,2004.0,3,770,12.66032791780777,7.590852123688581,9.725377116513638,3,3,3,3,4
RL,5,1921,1998,0.0,612,990,3,8,0,1998.0,2,621,12.14950229404178,7.8636512654486515,9.194414221425923,3,1,2,1,2
RL,7,2005,2005,16.0,1530,1530,2,7,1,2005.0,2,430,12.468436909997665,7.333023014386481,9.690170562039654,3,3,3,3,3
RL,4,1920,2007,0.0,715,1281,2,7,1,1920.0,1,368,11.560762794384388,7.460490305825338,9.434523382865056,3,1,2,1,2
RL,6,2006,2007,0.0,616,616,2,6,1,2007.0,2,432,11.963567869487337,7.252762418053187,9.047703788498627,3,2,2,2,3
FV,7,2005,2005,0.0,600,520,2,4,0,2005.0,2,480,11.87862357740665,7.090076835776092,8.064636475774222,3,2,3,2,3
FV,7,2000,2000,0.0,814,814,2,7,0,2000.0,2,663,12.283033686666302,7.422971251049421,8.922658299524402,3,2,3,2,3
RL,7,1999,1999,158.0,873,882,2,7,0,1999.0,2,588,12.170445467887022,7.489970898834801,9.12467354521909,3,2,3,2,3
RM,5,1977,1977,0.0,757,925,2,6,1,1977.0,1,336,11.751942365440728,7.29641326877392,7.887959336599945,2,1,2,1,2
RM,6,2003,2004,170.0,848,848,1,4,0,2003.0,2,420,11.877568578558138,6.742880635791903,8.39728289474368,2,2,3,2,3
RL,8,2003,2003,171.0,1657,1668,2,8,1,2003.0,2,502,12.354492650648448,7.419380582918692,9.271905727634337,3,2,3,2,3
RL,4,1920,1950,0.0,840,840,1,6,0,1967.0,1,338,11.56171562913966,7.2254814727822945,8.594154232552366,3,1,1,1,2
RL,6,1955,1996,0.0,992,1661,1,8,1,1955.0,1,377,12.016726473799254,7.415175109613295,9.169518377455928,3,1,2,1,3
RL,7,1998,1998,0.0,1108,1108,2,8,1,1998.0,2,583,12.521977676925694,7.64826303090192,9.185022563991893,3,2,2,2,3
RL,10,2001,2002,705.0,2633,2633,2,8,2,2001.0,3,804,13.053013299269535,7.87587915949631,9.341368634382587,3,3,4,3,4
FV,7,2005,2005,0.0,1026,1026,2,9,1,2005.0,3,936,12.429216196844383,7.579678823090456,9.270964993792617,3,2,3,2,3
RL,8,2007,2007,80.0,1571,1571,2,7,1,2007.0,3,722,12.384218830913648,7.359467638255621,9.3048320350689,3,2,3,2,3
RL,6,1930,1950,0.0,768,790,1,4,0,1925.0,1,160,11.418614785498987,6.672032945461067,8.747034264178168,3,1,2,2,2
RL,5,1941,1960,0.0,984,984,2,6,0,1977.0,2,660,11.669929213779893,7.38025578842646,9.30546871706776,3,1,2,1,2
RM,6,1973,1973,408.0,483,483,1,5,0,1973.0,1,264,11.326595886778735,6.894670039433482,7.577121930876679,2,1,2,1,2
RL,5,2006,2007,0.0,384,754,2,7,0,2007.0,2,400,12.028738630247258,7.2399325913204695,9.1834829178063,3,2,2,2,3
RL,3,1914,1950,0.0,864,864,1,5,0,1938.0,1,200,10.976782033219948,6.761572768804055,9.013351778138825,3,1,2,1,2
RL,6,1970,1970,0.0,1205,2117,2,7,2,1970.0,2,550,12.377922902456833,7.6577552711348655,9.46691869937663,3,1,2,1,2
RM,7,1920,1950,0.0,596,998,1,8,0,1989.0,2,576,11.964001084330445,7.474204806496124,8.881836305004146,2,1,2,1,3
RL,5,1918,2007,0.0,816,1416,2,7,0,2007.0,2,576,11.626254150277232,7.255591274253665,10.140099989797301,3,1,2,1,3
RL,6,1939,1950,0.0,560,698,1,6,0,1939.0,1,280,11.56171562913966,7.1372784372603855,9.111624399037025,3,1,2,1,2
RM,4,1922,2007,0.0,796,796,1,7,0,1922.0,1,240,11.740061037553975,7.050989447068045,8.600798775271034,2,1,2,1,3
RL,7,1978,1978,184.0,1392,1392,3,12,2,1978.0,2,564,12.429216196844383,7.931644021454311,9.722684841711443,3,2,2,2,3
RM,6,1916,1950,0.0,714,1664,2,10,1,1916.0,1,216,11.820410164718188,7.8343923029104365,9.050171619823361,2,1,2,1,3
RL,9,2006,2007,160.0,1746,1746,2,7,2,2006.0,3,758,12.841325847671216,7.465082736399547,9.608579434992608,3,2,4,3,4
RM,6,1941,1950,0.0,735,869,1,6,1,2003.0,2,440,11.782952602183288,7.1049654482698426,8.699514748210191,2,1,2,1,2
RL,7,2000,2000,244.0,1525,1525,2,6,0,2000.0,2,541,12.367340793126296,7.329749689041512,9.116029692504942,3,2,3,2,3
RL,5,1967,1967,0.0,1584,1584,2,8,0,1967.0,3,792,11.728036844587175,7.367708572374371,9.09873819539488,3,1,2,1,2
